character,category,base_species,species_id_PROVISIONAL,keep(Y/n)
Liza,gymleader,SPECIES_NATU,177,Y
Liza,gymleader,SPECIES_BALTOY,318,Y
Liza,gymleader,SPECIES_LUNATONE,348,Y
Liza,gymleader,SPECIES_SPOINK,351,Y
Liza,gymleader,SPECIES_RALTS,392,Y
Liza,gymleader,SPECIES_CHINGLING,486,Y
Liza,gymleader,SPECIES_BRONZOR,489,Y
Liza,gymleader,SPECIES_GOTHITA,627,Y
Liza,gymleader,SPECIES_CELESTEELA,1014,Y
Lorelei,elite4,SPECIES_SANDSHREW,27,Y
Lorelei,elite4,SPECIES_SLOWPOKE,79,Y
Lorelei,elite4,SPECIES_SEEL,86,Y
Lorelei,elite4,SPECIES_SHELLDER,90,Y
Lorelei,elite4,SPECIES_EXEGGCUTE,102,Y
Lorelei,elite4,SPECIES_STARYU,120,Y
Lorelei,elite4,SPECIES_LAPRAS,131,Y
Lorelei,elite4,SPECIES_OMANYTE,138,Y
Lorelei,elite4,SPECIES_ARTICUNO,144,Y
Lorelei,elite4,SPECIES_IGGLYBUFF,174,Y
Lorelei,elite4,SPECIES_SWINUB,220,Y
Lorelei,elite4,SPECIES_SMOOCHUM,238,Y
Lt. Surge,gymleader,SPECIES_POLIWAG,60,Y
Lt. Surge,gymleader,SPECIES_BELLSPROUT,69,Y
Lt. Surge,gymleader,SPECIES_MAGNEMITE,81,Y
Lt. Surge,gymleader,SPECIES_DODUO,84,Y
Lt. Surge,gymleader,SPECIES_SEEL,86,Y
Lt. Surge,gymleader,SPECIES_KRABBY,98,Y
Lt. Surge,gymleader,SPECIES_VOLTORB,100,Y
Lt. Surge,gymleader,SPECIES_LICKITUNG,108,Y
Lt. Surge,gymleader,SPECIES_TANGELA,114,Y
Lt. Surge,gymleader,SPECIES_HORSEA,116,Y
Lt. Surge,gymleader,SPECIES_EEVEE,133,Y
Lt. Surge,gymleader,SPECIES_PORYGON,137,Y
Lt. Surge,gymleader,SPECIES_ZAPDOS,145,Y
Lt. Surge,gymleader,SPECIES_CHINCHOU,170,Y
Lt. Surge,gymleader,SPECIES_PICHU,172,Y
Lt. Surge,gymleader,SPECIES_MAREEP,179,Y
Lt. Surge,gymleader,SPECIES_WOOPER,194,Y
Lt. Surge,gymleader,SPECIES_ELEKID,239,Y
Lt. Surge,gymleader,SPECIES_RAIKOU,243,Y
Lt. Surge,gymleader,SPECIES_ELECTRIKE,337,Y
Lt. Surge,gymleader,SPECIES_PACHIRISU,470,Y
Lucas,protagonist,SPECIES_ABRA,63,Y
Lucas,protagonist,SPECIES_TANGELA,114,Y
Lucas,protagonist,SPECIES_TAUROS,128,Y
Lucas,protagonist,SPECIES_EEVEE,133,Y
Lucas,protagonist,SPECIES_PORYGON,137,Y
Lucas,protagonist,SPECIES_KABUTO,140,Y
Lucas,protagonist,SPECIES_CLEFFA,173,Y
Lucas,protagonist,SPECIES_DUNSPARCE,206,Y
Lucas,protagonist,SPECIES_GLIGAR,207,Y
Lucas,protagonist,SPECIES_MAGBY,240,Y
Lucas,protagonist,SPECIES_FEEBAS,328,Y
Lucas,protagonist,SPECIES_DUSKULL,361,Y
Lucas,protagonist,SPECIES_ABSOL,376,Y
Lucas,protagonist,SPECIES_LILEEP,388,Y
Lucas,protagonist,SPECIES_RALTS,392,Y
Lucas,protagonist,SPECIES_TURTWIG,440,Y
Lucas,protagonist,SPECIES_CHIMCHAR,443,Y
Lucas,protagonist,SPECIES_PIPLUP,446,Y
Lucas,protagonist,SPECIES_BIDOOF,452,Y
Lucas,protagonist,SPECIES_CRANIDOS,461,Y
Lucas,protagonist,SPECIES_BURMY,465,Y
Lucas,protagonist,SPECIES_ROTOM,532,Y
Lucas,protagonist,SPECIES_DIALGA,536,Y
Lucian,elite4,SPECIES_ABRA,63,Y
Lucian,elite4,SPECIES_SLOWPOKE,79,Y
Lucian,elite4,SPECIES_EEVEE,133,Y
Lucian,elite4,SPECIES_GIRAFARIG,203,Y
Lucian,elite4,SPECIES_MEDITITE,356,Y
Lucian,elite4,SPECIES_RALTS,392,Y
Lucian,elite4,SPECIES_BRONZOR,489,Y
Lucian,elite4,SPECIES_MIME_JR,492,Y
Lucy,frontier,SPECIES_ABRA,63,Y
Lucy,frontier,SPECIES_ONIX,95,Y
Lucy,frontier,SPECIES_MAGIKARP,129,Y
Lucy,frontier,SPECIES_CYNDAQUIL,155,Y
Lucy,frontier,SPECIES_SHUCKLE,213,Y
Lucy,frontier,SPECIES_SWINUB,220,Y
Lucy,frontier,SPECIES_SKITTY,315,Y
Lucy,frontier,SPECIES_FEEBAS,328,Y
Lucy,frontier,SPECIES_MAKUHITA,335,Y
Lucy,frontier,SPECIES_SEVIPER,379,Y
Lucy,frontier,SPECIES_MUNCHLAX,499,Y
Lusamine,villain,SPECIES_SLOWPOKE,79,Y
Lusamine,villain,SPECIES_STARYU,120,Y
Lusamine,villain,SPECIES_PICHU,172,Y
Lusamine,villain,SPECIES_CLEFFA,173,Y
Lusamine,villain,SPECIES_MISDREAVUS,200,Y
Lusamine,villain,SPECIES_SNUBBULL,209,Y
Lusamine,villain,SPECIES_MAGBY,240,Y
Lusamine,villain,SPECIES_FEEBAS,328,Y
Lusamine,villain,SPECIES_ABSOL,376,Y
Lusamine,villain,SPECIES_DRIFLOON,478,Y
Lusamine,villain,SPECIES_BUNEARY,480,Y
Lusamine,villain,SPECIES_LILLIPUP,559,Y
Lusamine,villain,SPECIES_PETILIL,601,Y
Lusamine,villain,SPECIES_ROWLET,939,Y
Lusamine,villain,SPECIES_LITTEN,942,Y
Lusamine,villain,SPECIES_POPPLIO,945,Y
Lusamine,villain,SPECIES_SALANDIT,974,Y
Lusamine,villain,SPECIES_STUFFUL,976,Y
Lusamine,villain,SPECIES_PYUKUMUKU,988,Y
Lusamine,villain,SPECIES_TYPE_NULL,989,Y
Lusamine,villain,SPECIES_COSMOG,1006,Y
Lusamine,villain,SPECIES_NIHILEGO,1010,Y
Lusamine,villain,SPECIES_BUZZWOLE,1011,Y
Lusamine,villain,SPECIES_PHEROMOSA,1012,Y
Lusamine,villain,SPECIES_XURKITREE,1013,Y
Lusamine,villain,SPECIES_CELESTEELA,1014,Y
Lusamine,villain,SPECIES_KARTANA,1015,Y
Lusamine,villain,SPECIES_GUZZLORD,1016,Y
Lusamine,villain,SPECIES_NECROZMA,1017,Y
Lusamine,villain,SPECIES_POIPOLE,1074,Y
Lusamine,villain,SPECIES_BLACEPHALON,1077,Y
Lyra,protagonist,SPECIES_BULBASAUR,1,Y
Lyra,protagonist,SPECIES_RATTATA,19,Y
Lyra,protagonist,SPECIES_TANGELA,114,Y
Lyra,protagonist,SPECIES_TAUROS,128,Y
Lyra,protagonist,SPECIES_EEVEE,133,Y
Lyra,protagonist,SPECIES_PORYGON,137,Y
Lyra,protagonist,SPECIES_CHIKORITA,152,Y
Lyra,protagonist,SPECIES_CYNDAQUIL,155,Y
Lyra,protagonist,SPECIES_SENTRET,161,Y
Lyra,protagonist,SPECIES_IGGLYBUFF,174,Y
Lyra,protagonist,SPECIES_GIRAFARIG,203,Y
Lyra,protagonist,SPECIES_PHANPY,231,Y
Lyra,protagonist,SPECIES_ENTEI,244,Y
Lyra,protagonist,SPECIES_CELEBI,251,Y
Lyra,protagonist,SPECIES_AZURILL,350,Y
Lysandre,villain,SPECIES_MAGIKARP,129,Y
Lysandre,villain,SPECIES_MURKROW,198,Y
Lysandre,villain,SPECIES_SABLEYE,322,Y
Lysandre,villain,SPECIES_TRUBBISH,621,Y
Lysandre,villain,SPECIES_MIENFOO,672,Y
Lysandre,villain,SPECIES_LITLEO,775,Y
Lysandre,villain,SPECIES_FLABEBE,777,Y
Lysandre,villain,SPECIES_NOIBAT,822,Y
Lysandre,villain,SPECIES_XERNEAS,824,Y
Lysandre,villain,SPECIES_YVELTAL,825,Y
Lysandre,villain,SPECIES_ZYGARDE,826,Y
Lysandre,villain,SPECIES_VOLCANION,830,Y
Magnolia,professor,SPECIES_ROTOM,532,Y
Magnolia,professor,SPECIES_GROOKEY,1102,Y
Magnolia,professor,SPECIES_SINISTEA,1146,Y
Mallow (anime),anime,SPECIES_TREECKO,277,Y
Mallow (anime),anime,SPECIES_SHAYMIN,545,Y
Mallow (anime),anime,SPECIES_FLETCHLING,769,Y
Mallow (anime),anime,SPECIES_PHANTUMP,816,Y
Mallow (anime),anime,SPECIES_PIKIPEK,948,Y
Mallow (anime),anime,SPECIES_FOMANTIS,970,Y
Mallow (anime),anime,SPECIES_MORELULL,972,Y
Mallow (anime),anime,SPECIES_BOUNSWEET,978,Y
Mallow (anime),anime,SPECIES_COMFEY,981,Y
Malva,elite4,SPECIES_HOUNDOUR,228,Y
Malva,elite4,SPECIES_TORKOAL,321,Y
Malva,elite4,SPECIES_LITWICK,660,Y
Malva,elite4,SPECIES_FENNEKIN,761,Y
Malva,elite4,SPECIES_FLETCHLING,769,Y
Malva,elite4,SPECIES_LITLEO,775,Y
Malva,elite4,SPECIES_YVELTAL,825,Y
Marlon,gymleader,SPECIES_SHELLDER,90,Y
Marlon,gymleader,SPECIES_STARYU,120,Y
Marlon,gymleader,SPECIES_WOOPER,194,Y
Marlon,gymleader,SPECIES_WAILMER,313,Y
Marlon,gymleader,SPECIES_MANTYKE,511,Y
Marlon,gymleader,SPECIES_TIRTOUGA,617,Y
Marlon,gymleader,SPECIES_FRILLISH,645,Y
Marlon,gymleader,SPECIES_ALOMOMOLA,647,Y
Marnie,rival,SPECIES_MOLTRES,146,Y
Marnie,rival,SPECIES_MAWILE,355,Y
Marnie,rival,SPECIES_REGIROCK,401,Y
Marnie,rival,SPECIES_REGICE,402,Y
Marnie,rival,SPECIES_REGISTEEL,403,Y
Marnie,rival,SPECIES_CROAGUNK,506,Y
Marnie,rival,SPECIES_PURRLOIN,562,Y
Marnie,rival,SPECIES_SCRAGGY,612,Y
Marnie,rival,SPECIES_SCORBUNNY,1105,Y
Marnie,rival,SPECIES_IMPIDIMP,1151,Y
Marnie,rival,SPECIES_MORPEKO,1169,Y
Mars,villain,SPECIES_ZUBAT,41,Y
Mars,villain,SPECIES_MAGNEMITE,81,Y
Mars,villain,SPECIES_KANGASKHAN,115,Y
Mars,villain,SPECIES_EEVEE,133,Y
Mars,villain,SPECIES_PICHU,172,Y
Mars,villain,SPECIES_TOGEPI,175,Y
Mars,villain,SPECIES_YANMA,193,Y
Mars,villain,SPECIES_ELEKID,239,Y
Mars,villain,SPECIES_SHINX,456,Y
Mars,villain,SPECIES_GLAMEOW,484,Y
Mars,villain,SPECIES_BRONZOR,489,Y
Marshal,elite4,SPECIES_MACHOP,66,Y
Marshal,elite4,SPECIES_SHROOMISH,306,Y
Marshal,elite4,SPECIES_MEDITITE,356,Y
Marshal,elite4,SPECIES_RIOLU,500,Y
Marshal,elite4,SPECIES_CROAGUNK,506,Y
Marshal,elite4,SPECIES_TIMBURR,585,Y
Marshal,elite4,SPECIES_THROH,591,Y
Marshal,elite4,SPECIES_SAWK,592,Y
Marshal,elite4,SPECIES_TIRTOUGA,617,Y
Marshal,elite4,SPECIES_MIENFOO,672,Y
Maxie,villain,SPECIES_ZUBAT,41,Y
Maxie,villain,SPECIES_KOFFING,109,Y
Maxie,villain,SPECIES_HOUNDOUR,228,Y
Maxie,villain,SPECIES_POOCHYENA,286,Y
Maxie,villain,SPECIES_TAILLOW,304,Y
Maxie,villain,SPECIES_NUMEL,339,Y
Maxie,villain,SPECIES_GROUDON,405,Y
May,protagonist,SPECIES_BULBASAUR,1,Y
May,protagonist,SPECIES_SQUIRTLE,7,Y
May,protagonist,SPECIES_EEVEE,133,Y
May,protagonist,SPECIES_PICHU,172,Y
May,protagonist,SPECIES_SLUGMA,218,Y
May,protagonist,SPECIES_TREECKO,277,Y
May,protagonist,SPECIES_TORCHIC,280,Y
May,protagonist,SPECIES_MUDKIP,283,Y
May,protagonist,SPECIES_WURMPLE,290,Y
May,protagonist,SPECIES_LOTAD,295,Y
May,protagonist,SPECIES_TAILLOW,304,Y
May,protagonist,SPECIES_SHROOMISH,306,Y
May,protagonist,SPECIES_WINGULL,309,Y
May,protagonist,SPECIES_WAILMER,313,Y
May,protagonist,SPECIES_SKITTY,315,Y
May,protagonist,SPECIES_BALTOY,318,Y
May,protagonist,SPECIES_TORKOAL,321,Y
May,protagonist,SPECIES_NUMEL,339,Y
May,protagonist,SPECIES_SWABLU,358,Y
May,protagonist,SPECIES_TROPIUS,369,Y
May,protagonist,SPECIES_WHISMUR,370,Y
May,protagonist,SPECIES_ARON,382,Y
May,protagonist,SPECIES_KYOGRE,404,Y
May,protagonist,SPECIES_RAYQUAZA,406,Y
May,protagonist,SPECIES_LATIAS,407,Y
May,protagonist,SPECIES_LATIOS,408,Y
May,protagonist,SPECIES_BUNEARY,480,Y
May,protagonist,SPECIES_MUNCHLAX,499,Y
May,protagonist,SPECIES_AUDINO,584,Y
Maylene,gymleader,SPECIES_MACHOP,66,Y
Maylene,gymleader,SPECIES_DRATINI,147,Y
Maylene,gymleader,SPECIES_HERACROSS,214,Y
Maylene,gymleader,SPECIES_TYROGUE,236,Y
Maylene,gymleader,SPECIES_TORCHIC,280,Y
Maylene,gymleader,SPECIES_SHROOMISH,306,Y
Maylene,gymleader,SPECIES_MEDITITE,356,Y
Maylene,gymleader,SPECIES_RALTS,392,Y
Maylene,gymleader,SPECIES_CHIMCHAR,443,Y
Maylene,gymleader,SPECIES_PIPLUP,446,Y
Maylene,gymleader,SPECIES_PACHIRISU,470,Y
Maylene,gymleader,SPECIES_RIOLU,500,Y
Maylene,gymleader,SPECIES_CROAGUNK,506,Y
Melony,gymleader,SPECIES_LAPRAS,131,Y
Melony,gymleader,SPECIES_DARUMAKA,607,Y
Melony,gymleader,SPECIES_SNOM,1164,Y
Melony,gymleader,SPECIES_EISCUE,1167,Y
Melony,gymleader,SPECIES_MIME_JR_G,1228,Y
Milo,gymleader,SPECIES_ODDISH,43,Y
Milo,gymleader,SPECIES_LOTAD,295,Y
Milo,gymleader,SPECIES_SEEDOT,298,Y
Milo,gymleader,SPECIES_CHERUBI,473,Y
Milo,gymleader,SPECIES_BOUNSWEET,978,Y
Milo,gymleader,SPECIES_GOSSIFLEUR,1121,Y
Milo,gymleader,SPECIES_WOOLOO,1123,Y
Milo,gymleader,SPECIES_APPLIN,1132,Y
Misty,gymleader,SPECIES_SQUIRTLE,7,Y
Misty,gymleader,SPECIES_NIDORAN_F,29,Y
Misty,gymleader,SPECIES_DIGLETT,50,Y
Misty,gymleader,SPECIES_PSYDUCK,54,Y
Misty,gymleader,SPECIES_POLIWAG,60,Y
Misty,gymleader,SPECIES_TENTACOOL,72,Y
Misty,gymleader,SPECIES_SLOWPOKE,79,Y
Misty,gymleader,SPECIES_SEEL,86,Y
Misty,gymleader,SPECIES_SHELLDER,90,Y
Misty,gymleader,SPECIES_EXEGGCUTE,102,Y
Misty,gymleader,SPECIES_HORSEA,116,Y
Misty,gymleader,SPECIES_GOLDEEN,118,Y
Misty,gymleader,SPECIES_STARYU,120,Y
Misty,gymleader,SPECIES_MAGIKARP,129,Y
Misty,gymleader,SPECIES_LAPRAS,131,Y
Misty,gymleader,SPECIES_EEVEE,133,Y
Misty,gymleader,SPECIES_OMANYTE,138,Y
Misty,gymleader,SPECIES_DRATINI,147,Y
Misty,gymleader,SPECIES_CHINCHOU,170,Y
Misty,gymleader,SPECIES_IGGLYBUFF,174,Y
Misty,gymleader,SPECIES_TOGEPI,175,Y
Misty,gymleader,SPECIES_MAREEP,179,Y
Misty,gymleader,SPECIES_SUNKERN,191,Y
Misty,gymleader,SPECIES_WOOPER,194,Y
Misty,gymleader,SPECIES_CORSOLA,222,Y
Misty,gymleader,SPECIES_SUICUNE,245,Y
Misty,gymleader,SPECIES_LUVDISC,325,Y
Misty,gymleader,SPECIES_FEEBAS,328,Y
Misty,gymleader,SPECIES_AZURILL,350,Y
Misty,gymleader,SPECIES_BUIZEL,471,Y
Misty,gymleader,SPECIES_TIRTOUGA,617,Y
Misty,gymleader,SPECIES_DUCKLETT,633,Y
Misty,gymleader,SPECIES_FRILLISH,645,Y
Misty,gymleader,SPECIES_CLAUNCHER,800,Y
Molayne,elite4,SPECIES_SANDSHREW,27,Y
Molayne,elite4,SPECIES_DIGLETT,50,Y
Molayne,elite4,SPECIES_MAGNEMITE,81,Y
Molayne,elite4,SPECIES_MAREEP,179,Y
Molayne,elite4,SPECIES_SKARMORY,227,Y
Molayne,elite4,SPECIES_BELDUM,398,Y
Molayne,elite4,SPECIES_PAWNIARD,677,Y
Molayne,elite4,SPECIES_KLEFKI,815,Y
Morty,gymleader,SPECIES_GASTLY,92,Y
Morty,gymleader,SPECIES_EXEGGCUTE,102,Y
Morty,gymleader,SPECIES_CUBONE,104,Y
Morty,gymleader,SPECIES_LAPRAS,131,Y
Morty,gymleader,SPECIES_CYNDAQUIL,155,Y
Morty,gymleader,SPECIES_HOOTHOOT,163,Y
Morty,gymleader,SPECIES_SPINARAK,167,Y
Morty,gymleader,SPECIES_MISDREAVUS,200,Y
Morty,gymleader,SPECIES_GIRAFARIG,203,Y
Morty,gymleader,SPECIES_SNUBBULL,209,Y
Morty,gymleader,SPECIES_HO_OH,250,Y
Morty,gymleader,SPECIES_SABLEYE,322,Y
Morty,gymleader,SPECIES_SNORUNT,346,Y
Morty,gymleader,SPECIES_DUSKULL,361,Y
Morty,gymleader,SPECIES_SHUPPET,377,Y
Morty,gymleader,SPECIES_DRIFLOON,478,Y
Morty,gymleader,SPECIES_BONSLY,491,Y
Morty,gymleader,SPECIES_MANTYKE,511,Y
Morty,gymleader,SPECIES_YAMASK,615,Y
Morty,gymleader,SPECIES_FRILLISH,645,Y
Morty,gymleader,SPECIES_LITWICK,660,Y
N,rival,SPECIES_VULPIX,37,Y
N,rival,SPECIES_GROWLITHE,58,Y
N,rival,SPECIES_POLIWAG,60,Y
N,rival,SPECIES_TENTACOOL,72,Y
N,rival,SPECIES_PONYTA,77,Y
N,rival,SPECIES_SHELLDER,90,Y
N,rival,SPECIES_RHYHORN,111,Y
N,rival,SPECIES_STARYU,120,Y
N,rival,SPECIES_SCYTHER,123,Y
N,rival,SPECIES_EEVEE,133,Y
N,rival,SPECIES_OMANYTE,138,Y
N,rival,SPECIES_KABUTO,140,Y
N,rival,SPECIES_CHINCHOU,170,Y
N,rival,SPECIES_SWINUB,220,Y
N,rival,SPECIES_SEEDOT,298,Y
N,rival,SPECIES_NINCADA,301,Y
N,rival,SPECIES_SNORUNT,346,Y
N,rival,SPECIES_LILEEP,388,Y
N,rival,SPECIES_ANORITH,390,Y
N,rival,SPECIES_SHELLOS,475,Y
N,rival,SPECIES_HIPPOPOTAS,502,Y
N,rival,SPECIES_SNOVER,512,Y
N,rival,SPECIES_PURRLOIN,562,Y
N,rival,SPECIES_PIDOVE,572,Y
N,rival,SPECIES_ROGGENROLA,577,Y
N,rival,SPECIES_WOOBAT,580,Y
N,rival,SPECIES_TIMBURR,585,Y
N,rival,SPECIES_TYMPOLE,588,Y
N,rival,SPECIES_SANDILE,604,Y
N,rival,SPECIES_DARUMAKA,607,Y
N,rival,SPECIES_SCRAGGY,612,Y
N,rival,SPECIES_SIGILYPH,614,Y
N,rival,SPECIES_TIRTOUGA,617,Y
N,rival,SPECIES_ARCHEN,619,Y
N,rival,SPECIES_ZORUA,623,Y
N,rival,SPECIES_VANILLITE,635,Y
N,rival,SPECIES_JOLTIK,648,Y
N,rival,SPECIES_FERROSEED,650,Y
N,rival,SPECIES_KLINK,652,Y
N,rival,SPECIES_RESHIRAM,696,Y
N,rival,SPECIES_ZEKROM,697,Y
N,rival,SPECIES_LANDORUS,698,Y
N,rival,SPECIES_KYUREM,699,Y
Nando,anime,SPECIES_SUNKERN,191,Y
Nando,anime,SPECIES_SWABLU,358,Y
Nando,anime,SPECIES_ANORITH,390,Y
Nando,anime,SPECIES_KRICKETOT,454,Y
Nando,anime,SPECIES_BUDEW,459,Y
Nando,anime,SPECIES_BUNEARY,480,Y
Nate,anime,SPECIES_GROWLITHE,58,Y
Nate,anime,SPECIES_RIOLU,500,Y
Nate,anime,SPECIES_SNIVY,548,Y
Nate,anime,SPECIES_TEPIG,551,Y
Nate,anime,SPECIES_OSHAWOTT,554,Y
Nate,anime,SPECIES_PANSAGE,564,Y
Nate,anime,SPECIES_PANSEAR,566,Y
Nate,anime,SPECIES_PANPOUR,568,Y
Nate,anime,SPECIES_MUNNA,570,Y
Nate,anime,SPECIES_ROGGENROLA,577,Y
Nate,anime,SPECIES_DRILBUR,582,Y
Nate,anime,SPECIES_AUDINO,584,Y
Nate,anime,SPECIES_TIMBURR,585,Y
Nate,anime,SPECIES_THROH,591,Y
Nate,anime,SPECIES_SAWK,592,Y
Nate,anime,SPECIES_PETILIL,601,Y
Nate,anime,SPECIES_SANDILE,604,Y
Nate,anime,SPECIES_DARUMAKA,607,Y
Nate,anime,SPECIES_SCRAGGY,612,Y
Nate,anime,SPECIES_YAMASK,615,Y
Nate,anime,SPECIES_ARCHEN,619,Y
Nate,anime,SPECIES_GOTHITA,627,Y
Nate,anime,SPECIES_SOLOSIS,630,Y
Nate,anime,SPECIES_VANILLITE,635,Y
Nate,anime,SPECIES_KARRABLAST,641,Y
Nate,anime,SPECIES_FOONGUS,643,Y
Nate,anime,SPECIES_FRILLISH,645,Y
Nate,anime,SPECIES_ALOMOMOLA,647,Y
Nate,anime,SPECIES_FERROSEED,650,Y
Nate,anime,SPECIES_KLINK,652,Y
Nate,anime,SPECIES_TYNAMO,655,Y
Nate,anime,SPECIES_LITWICK,660,Y
Nate,anime,SPECIES_AXEW,663,Y
Nate,anime,SPECIES_CUBCHOO,666,Y
Nate,anime,SPECIES_CRYOGONAL,668,Y
Nate,anime,SPECIES_SHELMET,669,Y
Nate,anime,SPECIES_MIENFOO,672,Y
Nate,anime,SPECIES_DRUDDIGON,674,Y
Nate,anime,SPECIES_GOLETT,675,Y
Nate,anime,SPECIES_PAWNIARD,677,Y
Nate,anime,SPECIES_BOUFFALANT,679,Y
Nate,anime,SPECIES_RUFFLET,680,Y
Nate,anime,SPECIES_VULLABY,682,Y
Nate,anime,SPECIES_DURANT,685,Y
Nemona,anime,SPECIES_TAUROS,128,Y
Nemona,anime,SPECIES_DUNSPARCE,206,Y
Nemona,anime,SPECIES_FEEBAS,328,Y
Nemona,anime,SPECIES_DUSKULL,361,Y
Nemona,anime,SPECIES_CHIMCHAR,443,Y
Nemona,anime,SPECIES_FROAKIE,764,Y
Nemona,anime,SPECIES_GOOMY,812,Y
Nemona,anime,SPECIES_ROWLET,939,Y
Nemona,anime,SPECIES_CUTIEFLY,959,Y
Nemona,anime,SPECIES_ROCKRUFF,961,Y
Nemona,anime,SPECIES_JANGMO_O,999,Y
Nessa,gymleader,SPECIES_GOLDEEN,118,Y
Nessa,gymleader,SPECIES_WOOPER,194,Y
Nessa,gymleader,SPECIES_WINGULL,309,Y
Nessa,gymleader,SPECIES_FEEBAS,328,Y
Nessa,gymleader,SPECIES_MAREANIE,964,Y
Nessa,gymleader,SPECIES_WIMPOD,984,Y
Nessa,gymleader,SPECIES_CHEWTLE,1125,Y
Nessa,gymleader,SPECIES_ARROKUDA,1138,Y
Nessa,gymleader,SPECIES_EISCUE,1167,Y
Noland,frontier,SPECIES_BULBASAUR,1,Y
Noland,frontier,SPECIES_SANDSHREW,27,Y
Noland,frontier,SPECIES_PSYDUCK,54,Y
Noland,frontier,SPECIES_MACHOP,66,Y
Noland,frontier,SPECIES_RHYHORN,111,Y
Noland,frontier,SPECIES_PINSIR,127,Y
Noland,frontier,SPECIES_ARTICUNO,144,Y
Noland,frontier,SPECIES_SMEARGLE,235,Y
Noland,frontier,SPECIES_NINCADA,301,Y
Noland,frontier,SPECIES_SHROOMISH,306,Y
Noland,frontier,SPECIES_TRAPINCH,332,Y
Noland,frontier,SPECIES_ELECTRIKE,337,Y
Noland,frontier,SPECIES_NUMEL,339,Y
Noland,frontier,SPECIES_MAWILE,355,Y
Noland,frontier,SPECIES_ARON,382,Y
Norman,gymleader,SPECIES_KANGASKHAN,115,Y
Norman,gymleader,SPECIES_TAUROS,128,Y
Norman,gymleader,SPECIES_AIPOM,190,Y
Norman,gymleader,SPECIES_ZIGZAGOON,288,Y
Norman,gymleader,SPECIES_SPINDA,308,Y
Norman,gymleader,SPECIES_KECLEON,317,Y
Norman,gymleader,SPECIES_SLAKOTH,364,Y
Norman,gymleader,SPECIES_WHISMUR,370,Y
Norman,gymleader,SPECIES_ZANGOOSE,380,Y
Norman,gymleader,SPECIES_CASTFORM,385,Y
Norman,gymleader,SPECIES_STARLY,449,Y
Norman,gymleader,SPECIES_HAPPINY,493,Y
Norman,gymleader,SPECIES_LILLIPUP,559,Y
Norman,gymleader,SPECIES_DEERLING,638,Y
Norman,gymleader,SPECIES_BOUFFALANT,679,Y
Oak,professor,SPECIES_BULBASAUR,1,Y
Oak,professor,SPECIES_CHARMANDER,4,Y
Oak,professor,SPECIES_SQUIRTLE,7,Y
Oak,professor,SPECIES_CATERPIE,10,Y
Oak,professor,SPECIES_WEEDLE,13,Y
Oak,professor,SPECIES_PIDGEY,16,Y
Oak,professor,SPECIES_RATTATA,19,Y
Oak,professor,SPECIES_SPEAROW,21,Y
Oak,professor,SPECIES_SANDSHREW,27,Y
Oak,professor,SPECIES_NIDORAN_F,29,Y
Oak,professor,SPECIES_NIDORAN_M,32,Y
Oak,professor,SPECIES_VULPIX,37,Y
Oak,professor,SPECIES_ODDISH,43,Y
Oak,professor,SPECIES_PARAS,46,Y
Oak,professor,SPECIES_DIGLETT,50,Y
Oak,professor,SPECIES_PSYDUCK,54,Y
Oak,professor,SPECIES_MANKEY,56,Y
Oak,professor,SPECIES_GROWLITHE,58,Y
Oak,professor,SPECIES_POLIWAG,60,Y
Oak,professor,SPECIES_BELLSPROUT,69,Y
Oak,professor,SPECIES_TENTACOOL,72,Y
Oak,professor,SPECIES_GEODUDE,74,Y
Oak,professor,SPECIES_PONYTA,77,Y
Oak,professor,SPECIES_SLOWPOKE,79,Y
Oak,professor,SPECIES_DODUO,84,Y
Oak,professor,SPECIES_SEEL,86,Y
Oak,professor,SPECIES_GRIMER,88,Y
Oak,professor,SPECIES_ONIX,95,Y
Oak,professor,SPECIES_KRABBY,98,Y
Oak,professor,SPECIES_VOLTORB,100,Y
Oak,professor,SPECIES_EXEGGCUTE,102,Y
Oak,professor,SPECIES_CUBONE,104,Y
Oak,professor,SPECIES_RHYHORN,111,Y
Oak,professor,SPECIES_TANGELA,114,Y
Oak,professor,SPECIES_HORSEA,116,Y
Oak,professor,SPECIES_GOLDEEN,118,Y
Oak,professor,SPECIES_STARYU,120,Y
Oak,professor,SPECIES_MAGIKARP,129,Y
Oak,professor,SPECIES_EEVEE,133,Y
Oak,professor,SPECIES_DRATINI,147,Y
Oak,professor,SPECIES_MEW,151,Y
Oak,professor,SPECIES_HOOTHOOT,163,Y
Oak,professor,SPECIES_PICHU,172,Y
Oak,professor,SPECIES_HOPPIP,187,Y
Oak,professor,SPECIES_WOOPER,194,Y
Oak,professor,SPECIES_CORSOLA,222,Y
Oak,professor,SPECIES_TAILLOW,304,Y
Oak,professor,SPECIES_STARLY,449,Y
Oak,professor,SPECIES_MUNCHLAX,499,Y
Oak,professor,SPECIES_ROTOM,532,Y
Oak,professor,SPECIES_PIDOVE,572,Y
Olivia,elite4,SPECIES_GEODUDE,74,Y
Olivia,elite4,SPECIES_NOSEPASS,320,Y
Olivia,elite4,SPECIES_RELICANTH,381,Y
Olivia,elite4,SPECIES_LILEEP,388,Y
Olivia,elite4,SPECIES_ANORITH,390,Y
Olivia,elite4,SPECIES_ROGGENROLA,577,Y
Olivia,elite4,SPECIES_CARBINK,811,Y
